NU_IDENTIFICADOR;Regiao;UF;Município;Porte_pop2010;q14_1;nu_trabalhadores
33045500685;Região Sudeste;RJ;Rio de Janeiro;Metrópole;484;34
33045500691;Região Sudeste;RJ;Rio de Janeiro;Metrópole;639;23
33045500693;Região Sudeste;RJ;Rio de Janeiro;Metrópole;709;26
33045500698;Região Sudeste;RJ;Rio de Janeiro;Metrópole;914;28
33045500702;Região Sudeste;RJ;Rio de Janeiro;Metrópole;850;22
33045500705;Região Sudeste;RJ;Rio de Janeiro;Metrópole;939;27
33045500708;Região Sudeste;RJ;Rio de Janeiro;Metrópole;552;24
33045500709;Região Sudeste;RJ;Rio de Janeiro;Metrópole;915;23
33045500711;Região Sudeste;RJ;Rio de Janeiro;Metrópole;734;27
33045500715;Região Sudeste;RJ;Rio de Janeiro;Metrópole;323;30
33045500716;Região Sudeste;RJ;Rio de Janeiro;Metrópole;498;21
33045500717;Região Sudeste;RJ;Rio de Janeiro;Metrópole;836;22
33045500740;Região Sudeste;RJ;Rio de Janeiro;Metrópole;633;17
33045500742;Região Sudeste;RJ;Rio de Janeiro;Metrópole;733;23
33045500744;Região Sudeste;RJ;Rio de Janeiro;Metrópole;763;29
33045500753;Região Sudeste;RJ;Rio de Janeiro;Metrópole;845;37
33045500757;Região Sudeste;RJ;Rio de Janeiro;Metrópole;305;38
33045500761;Região Sudeste;RJ;Rio de Janeiro;Metrópole;719;34
33045500768;Região Sudeste;RJ;Rio de Janeiro;Metrópole;932;30
33045500773;Região Sudeste;RJ;Rio de Janeiro;Metrópole;843;30
33045500776;Região Sudeste;RJ;Rio de Janeiro;Metrópole;600;26
33045500778;Região Sudeste;RJ;Rio de Janeiro;Metrópole;867;31
33045500815;Região Sudeste;RJ;Rio de Janeiro;Metrópole;885;19
33045500818;Região Sudeste;RJ;Rio de Janeiro;Metrópole;972;22
33045500827;Região Sudeste;RJ;Rio de Janeiro;Metrópole;804;30
33045500829;Região Sudeste;RJ;Rio de Janeiro;Metrópole;1050;19
33045500833;Região Sudeste;RJ;Rio de Janeiro;Metrópole;813;23
33045500889;Região Sudeste;RJ;Rio de Janeiro;Metrópole;716;27
33045506240;Região Sudeste;RJ;Rio de Janeiro;Metrópole;704;21
33045506241;Região Sudeste;RJ;Rio de Janeiro;Metrópole;798;20
33045520040;Região Sudeste;RJ;Rio de Janeiro;Metrópole;938;22
33045530525;Região Sudeste;RJ;Rio de Janeiro;Metrópole;828;24
33045530531;Região Sudeste;RJ;Rio de Janeiro;Metrópole;978;28
33045530543;Região Sudeste;RJ;Rio de Janeiro;Metrópole;707;26
33045534401;Região Sudeste;RJ;Rio de Janeiro;Metrópole;841;28
33045534403;Região Sudeste;RJ;Rio de Janeiro;Metrópole;1260;22
33045534429;Região Sudeste;RJ;Rio de Janeiro;Metrópole;942;27
33046000746;Região Sudeste;RJ;Santa Maria Madalena;Pequeno I;6;9
33046006710;Região Sudeste;RJ;Santa Maria Madalena;Pequeno I;37;5
33046020190;Região Sudeste;RJ;Santa Maria Madalena;Pequeno I;12;6
33047002497;Região Sudeste;RJ;Santo Antônio de Pádua;Pequeno II;375;5
33047006267;Região Sudeste;RJ;Santo Antônio de Pádua;Pequeno II;375;5
33047502079;Região Sudeste;RJ;São Francisco de Itabapoana;Pequeno II;255;21
33047502080;Região Sudeste;RJ;São Francisco de Itabapoana;Pequeno II;271;15
33047502081;Região Sudeste;RJ;São Francisco de Itabapoana;Pequeno II;102;19
33048001962;Região Sudeste;RJ;São Fidélis;Pequeno II;76;7
33048001968;Região Sudeste;RJ;São Fidélis;Pequeno II;149;10
33049004069;Região Sudeste;RJ;São Gonçalo;Metrópole;227;12
33049004071;Região Sudeste;RJ;São Gonçalo;Metrópole;54;11
33049004072;Região Sudeste;RJ;São Gonçalo;Metrópole;76;12
33049004074;Região Sudeste;RJ;São Gonçalo;Metrópole;49;14
33049004075;Região Sudeste;RJ;São Gonçalo;Metrópole;176;11
33049004076;Região Sudeste;RJ;São Gonçalo;Metrópole;114;10
33049004077;Região Sudeste;RJ;São Gonçalo;Metrópole;21;14
33049004078;Região Sudeste;RJ;São Gonçalo;Metrópole;367;13
33049004126;Região Sudeste;RJ;São Gonçalo;Metrópole;170;11
33049004127;Região Sudeste;RJ;São Gonçalo;Metrópole;34;11
33049006785;Região Sudeste;RJ;São Gonçalo;Metrópole;102;14
33049006787;Região Sudeste;RJ;São Gonçalo;Metrópole;12;13
33049035405;Região Sudeste;RJ;São Gonçalo;Metrópole;38;12
33049035427;Região Sudeste;RJ;São Gonçalo;Metrópole;257;11
33049035943;Região Sudeste;RJ;São Gonçalo;Metrópole;110;12
33049036009;Região Sudeste;RJ;São Gonçalo;Metrópole;87;11
33049036013;Região Sudeste;RJ;São Gonçalo;Metrópole;94;10
33049037811;Região Sudeste;RJ;São Gonçalo;Metrópole;124;12
33050004521;Região Sudeste;RJ;São João da Barra;Pequeno II;307;15
33050004528;Região Sudeste;RJ;São João da Barra;Pequeno II;506;12
33050006427;Região Sudeste;RJ;São João da Barra;Pequeno II;959;12
33050036281;Região Sudeste;RJ;São João da Barra;Pequeno II;507;14
33050036297;Região Sudeste;RJ;São João da Barra;Pequeno II;442;12
33051002765;Região Sudeste;RJ;São João de Meriti;Grande;1045;9
33051002778;Região Sudeste;RJ;São João de Meriti;Grande;1574;10
33051002780;Região Sudeste;RJ;São João de Meriti;Grande;906;7
33051002781;Região Sudeste;RJ;São João de Meriti;Grande;984;9
33051035979;Região Sudeste;RJ;São João de Meriti;Grande;1125;8
33051035985;Região Sudeste;RJ;São João de Meriti;Grande;770;7
33051300599;Região Sudeste;RJ;São José de Ubá;Pequeno I;284;8
33051306721;Região Sudeste;RJ;São José de Ubá;Pequeno I;218;10
33051504363;Região Sudeste;RJ;São José do Vale do Rio Preto;Pequeno II;130;8
33052000628;Região Sudeste;RJ;São Pedro da Aldeia;Médio;76;11
33052001045;Região Sudeste;RJ;São Pedro da Aldeia;Médio;34;12
33052006798;Região Sudeste;RJ;São Pedro da Aldeia;Médio;24;11
33052006801;Região Sudeste;RJ;São Pedro da Aldeia;Médio;60;12
33052035443;Região Sudeste;RJ;São Pedro da Aldeia;Médio;78;12
33052035775;Região Sudeste;RJ;São Pedro da Aldeia;Médio;51;12
33053000721;Região Sudeste;RJ;São Sebastião do Alto;Pequeno I;147;8
33053006511;Região Sudeste;RJ;São Sebastião do Alto;Pequeno I;245;8
33054002324;Região Sudeste;RJ;Sapucaia;Pequeno I;302;6
33054020129;Região Sudeste;RJ;Sapucaia;Pequeno I;246;6
33054035989;Região Sudeste;RJ;Sapucaia;Pequeno I;276;8
33054036069;Região Sudeste;RJ;Sapucaia;Pequeno I;157;6
33054037195;Região Sudeste;RJ;Sapucaia;Pequeno I;57;6
33055004383;Região Sudeste;RJ;Saquarema;Médio;54;14
33055006396;Região Sudeste;RJ;Saquarema;Médio;82;13
33055006398;Região Sudeste;RJ;Saquarema;Médio;214;14
33055036649;Região Sudeste;RJ;Saquarema;Médio;299;14
33055503641;Região Sudeste;RJ;Seropédica;Médio;13;6
33055504471;Região Sudeste;RJ;Seropédica;Médio;2;6
33055506256;Região Sudeste;RJ;Seropédica;Médio;206;6
33055530478;Região Sudeste;RJ;Seropédica;Médio;10;6
33056001059;Região Sudeste;RJ;Silva Jardim;Pequeno II;32;8
33056006227;Região Sudeste;RJ;Silva Jardim;Pequeno II;50;9
33057003839;Região Sudeste;RJ;Sumidouro;Pequeno I;180;11
33057035379;Região Sudeste;RJ;Sumidouro;Pequeno I;87;10
33057503126;Região Sudeste;RJ;Tanguá;Pequeno II;708;13
33057503128;Região Sudeste;RJ;Tanguá;Pequeno II;773;13
33057536517;Região Sudeste;RJ;Tanguá;Pequeno II;318;15
33057537489;Região Sudeste;RJ;Tanguá;Pequeno II;373;13
33057538232;Região Sudeste;RJ;Tanguá;Pequeno II;479;6
33058003636;Região Sudeste;RJ;Teresópolis;Grande;300;9
33058003652;Região Sudeste;RJ;Teresópolis;Grande;42;13
33058003668;Região Sudeste;RJ;Teresópolis;Grande;215;4
33058015142;Região Sudeste;RJ;Teresópolis;Grande;472;6
33058035773;Região Sudeste;RJ;Teresópolis;Grande;212;8
33059001470;Região Sudeste;RJ;Trajano de Morais;Pequeno I;255;8
33059006620;Região Sudeste;RJ;Trajano de Morais;Pequeno I;194;4
33060003785;Região Sudeste;RJ;Três Rios;Médio;305;8
33060004523;Região Sudeste;RJ;Três Rios;Médio;149;7
33060006316;Região Sudeste;RJ;Três Rios;Médio;426;10
33060006338;Região Sudeste;RJ;Três Rios;Médio;307;8
33061001947;Região Sudeste;RJ;Valença;Médio;166;11
33061006066;Região Sudeste;RJ;Valença;Médio;235;20
33061030483;Região Sudeste;RJ;Valença;Médio;290;23
33061502099;Região Sudeste;RJ;Varre-sai;Pequeno I;243;8
33061506761;Região Sudeste;RJ;Varre-sai;Pequeno I;280;14
33062003442;Região Sudeste;RJ;Vassouras;Pequeno II;167;9
33062006744;Região Sudeste;RJ;Vassouras;Pequeno II;665;20
33062036501;Região Sudeste;RJ;Vassouras;Pequeno II;269;13
33063003402;Região Sudeste;RJ;Volta Redonda;Grande;284;4
33063003410;Região Sudeste;RJ;Volta Redonda;Grande;10;6
33063003445;Região Sudeste;RJ;Volta Redonda;Grande;262;4
33063003451;Região Sudeste;RJ;Volta Redonda;Grande;196;5
33063003455;Região Sudeste;RJ;Volta Redonda;Grande;56;5
33063003457;Região Sudeste;RJ;Volta Redonda;Grande;36;7
33063030295;Região Sudeste;RJ;Volta Redonda;Grande;169;4
33063030310;Região Sudeste;RJ;Volta Redonda;Grande;138;5
33063030323;Região Sudeste;RJ;Volta Redonda;Grande;68;4
33063030326;Região Sudeste;RJ;Volta Redonda;Grande;162;5
33063030330;Região Sudeste;RJ;Volta Redonda;Grande;43;5
33063030331;Região Sudeste;RJ;Volta Redonda;Grande;69;6
33063030335;Região Sudeste;RJ;Volta Redonda;Grande;209;8
33063030336;Região Sudeste;RJ;Volta Redonda;Grande;100;4
33063030352;Região Sudeste;RJ;Volta Redonda;Grande;64;4
33063030359;Região Sudeste;RJ;Volta Redonda;Grande;98;5
33063030373;Região Sudeste;RJ;Volta Redonda;Grande;144;5
33063030392;Região Sudeste;RJ;Volta Redonda;Grande;136;5
33063030393;Região Sudeste;RJ;Volta Redonda;Grande;25;5
33063030395;Região Sudeste;RJ;Volta Redonda;Grande;125;7
33063030396;Região Sudeste;RJ;Volta Redonda;Grande;145;4
33063030405;Região Sudeste;RJ;Volta Redonda;Grande;212;5
33063030409;Região Sudeste;RJ;Volta Redonda;Grande;30;5
33063030441;Região Sudeste;RJ;Volta Redonda;Grande;499;5
33063030458;Região Sudeste;RJ;Volta Redonda;Grande;264;5
33063030480;Região Sudeste;RJ;Volta Redonda;Grande;187;4
33063030482;Região Sudeste;RJ;Volta Redonda;Grande;90;5
33063034125;Região Sudeste;RJ;Volta Redonda;Grande;77;5
33063034397;Região Sudeste;RJ;Volta Redonda;Grande;98;5
33063036277;Região Sudeste;RJ;Volta Redonda;Grande;70;4
33063036337;Região Sudeste;RJ;Volta Redonda;Grande;59;3
33063037613;Região Sudeste;RJ;Volta Redonda;Grande;354;5
33063038388;Região Sudeste;RJ;Volta Redonda;Grande;26;5
35001001049;Região Sudeste;SP;Adamantina;Pequeno II;403;11
35002032025;Região Sudeste;SP;Adolfo;Pequeno I;4;3
35003032385;Região Sudeste;SP;Aguaí;Pequeno II;245;4
35004006007;Região Sudeste;SP;Águas da Prata;Pequeno I;0;1
35005000431;Região Sudeste;SP;Águas de Lindóia;Pequeno I;35;6
35005531297;Região Sudeste;SP;Águas de Santa Bárbara;Pequeno I;40;8
35006032791;Região Sudeste;SP;Águas de São Pedro;Pequeno I;78;2
35007030237;Região Sudeste;SP;Agudos;Pequeno II;200;10
35007531749;Região Sudeste;SP;Alambari;Pequeno I;130;8
35008032705;Região Sudeste;SP;Alfredo Marcondes;Pequeno I;104;4
35009000694;Região Sudeste;SP;Altair;Pequeno I;115;4
35010006217;Região Sudeste;SP;Altinópolis;Pequeno I;81;7
35011031937;Região Sudeste;SP;Alto Alegre;Pequeno I;108;2
35011503361;Região Sudeste;SP;Alumínio;Pequeno I;173;6
35012003776;Região Sudeste;SP;Álvares Florence;Pequeno I;273;12
35013001500;Região Sudeste;SP;Álvares Machado;Pequeno II;162;12
35013032513;Região Sudeste;SP;Álvares Machado;Pequeno II;169;6
35014020619;Região Sudeste;SP;Álvaro de Carvalho;Pequeno I;211;8
35015038336;Região Sudeste;SP;Alvinlândia;Pequeno I;3;3
35016001892;Região Sudeste;SP;Americana;Grande;17;10
35016002566;Região Sudeste;SP;Americana;Grande;47;11
35016002568;Região Sudeste;SP;Americana;Grande;32;13
35016002791;Região Sudeste;SP;Americana;Grande;10;10
35016036237;Região Sudeste;SP;Americana;Grande;43;12
35017032297;Região Sudeste;SP;Américo Brasiliense;Pequeno II;185;5
35018004263;Região Sudeste;SP;Américo de Campos;Pequeno I;161;13
35019006122;Região Sudeste;SP;Amparo;Médio;96;6
35019006128;Região Sudeste;SP;Amparo;Médio;525;6
35020038334;Região Sudeste;SP;Analândia;Pequeno I;30;6
35021004946;Região Sudeste;SP;Andradina;Médio;16;8
35021037259;Região Sudeste;SP;Andradina;Médio;0;8
35021038264;Região Sudeste;SP;Andradina;Médio;0;9
35022000817;Região Sudeste;SP;Angatuba;Pequeno II;315;8
35023020159;Região Sudeste;SP;Anhembi;Pequeno I;1;3
35024031529;Região Sudeste;SP;Anhumas;Pequeno I;79;6
35025003447;Região Sudeste;SP;Aparecida;Pequeno II;290;6
35025003466;Região Sudeste;SP;Aparecida;Pequeno II;310;6
35025037823;Região Sudeste;SP;Aparecida;Pequeno II;42;6
35026004911;Região Sudeste;SP;Aparecida D'oeste;Pequeno I;243;9
35027003963;Região Sudeste;SP;Apiaí;Pequeno II;49;7
35027500884;Região Sudeste;SP;Araçariguama;Pequeno I;369;6
35028001944;Região Sudeste;SP;Araçatuba;Grande;338;16
35028001945;Região Sudeste;SP;Araçatuba;Grande;339;17
35028015159;Região Sudeste;SP;Araçatuba;Grande;390;24
35028015160;Região Sudeste;SP;Araçatuba;Grande;542;10
35028034667;Região Sudeste;SP;Araçatuba;Grande;375;10
35029031955;Região Sudeste;SP;Araçoiaba da Serra;Pequeno II;237;18
35030030517;Região Sudeste;SP;Aramina;Pequeno I;160;5
35031032989;Região Sudeste;SP;Arandu;Pequeno I;66;7
35031537461;Região Sudeste;SP;Arapeí;Pequeno I;0;5
35032003948;Região Sudeste;SP;Araraquara;Grande;380;14
35032003957;Região Sudeste;SP;Araraquara;Grande;9;14
35032003973;Região Sudeste;SP;Araraquara;Grande;66;16
35032003980;Região Sudeste;SP;Araraquara;Grande;472;15
35032003985;Região Sudeste;SP;Araraquara;Grande;120;7
35032031699;Região Sudeste;SP;Araraquara;Grande;141;11
35032036203;Região Sudeste;SP;Araraquara;Grande;147;11
35032036205;Região Sudeste;SP;Araraquara;Grande;22;9
35033002824;Região Sudeste;SP;Araras;Grande;626;10
35033036471;Região Sudeste;SP;Araras;Grande;587;4
35033038056;Região Sudeste;SP;Araras;Grande;336;7
35034002470;Região Sudeste;SP;Arealva;Pequeno I;183;12
35035030057;Região Sudeste;SP;Areias;Pequeno I;55;5
35036006592;Região Sudeste;SP;Areiópolis;Pequeno I;216;8
35037012041;Região Sudeste;SP;Ariranha;Pequeno I;22;14
35038006182;Região Sudeste;SP;Artur Nogueira;Pequeno II;1;11
35039004802;Região Sudeste;SP;Arujá;Médio;91;22
35039012507;Região Sudeste;SP;Arujá;Médio;139;13
35039504147;Região Sudeste;SP;Aspásia;Pequeno I;0;6
35040001461;Região Sudeste;SP;Assis;Médio;970;10
35040006380;Região Sudeste;SP;Assis;Médio;951;7
35040033597;Região Sudeste;SP;Assis;Médio;659;10
35041002452;Região Sudeste;SP;Atibaia;Grande;37;9
35041006590;Região Sudeste;SP;Atibaia;Grande;26;6
35041006690;Região Sudeste;SP;Atibaia;Grande;19;7
35041036355;Região Sudeste;SP;Atibaia;Grande;66;9
35042030032;Região Sudeste;SP;Auriflama;Pequeno I;82;3
35043003036;Região Sudeste;SP;Avaí;Pequeno I;302;7
35044038108;Região Sudeste;SP;Avanhandava;Pequeno I; ;4
35045006556;Região Sudeste;SP;Avaré;Médio;18;11
35045015051;Região Sudeste;SP;Avaré;Médio;41;12
35045038124;Região Sudeste;SP;Avaré;Médio;15;7
35046002773;Região Sudeste;SP;Bady Bassitt;Pequeno I;110;7
35047031725;Região Sudeste;SP;Balbinos;Pequeno I;132;8
35048003626;Região Sudeste;SP;Bálsamo;Pequeno I;21;4
35049032113;Região Sudeste;SP;Bananal;Pequeno I;86;5
35050037485;Região Sudeste;SP;Barão de Antonina;Pequeno I;100;3
35051032619;Região Sudeste;SP;Barbosa;Pequeno I;150;5
35052000917;Região Sudeste;SP;Bariri;Pequeno II;6;8
35053015206;Região Sudeste;SP;Barra Bonita;Pequeno II;190;5
35053538042;Região Sudeste;SP;Barra do Chapéu;Pequeno I;12;6
35054002137;Região Sudeste;SP;Barra do Turvo;Pequeno I;30;12
35055000939;Região Sudeste;SP;Barretos;Grande;58;11
35055000941;Região Sudeste;SP;Barretos;Grande;41;10
35055000944;Região Sudeste;SP;Barretos;Grande;40;15
35055000948;Região Sudeste;SP;Barretos;Grande;50;14
35055037621;Região Sudeste;SP;Barretos;Grande;127;10
35056038130;Região Sudeste;SP;Barrinha;Pequeno II;135;6
35057001294;Região Sudeste;SP;Barueri;Grande;199;10
35057001729;Região Sudeste;SP;Barueri;Grande;291;9
35057001734;Região Sudeste;SP;Barueri;Grande;498;12
35057001771;Região Sudeste;SP;Barueri;Grande;297;10
35057036083;Região Sudeste;SP;Barueri;Grande;120;7
35058032545;Região Sudeste;SP;Bastos;Pequeno II;580;4
35059001798;Região Sudeste;SP;Batatais;Médio;362;6
35059001801;Região Sudeste;SP;Batatais;Médio;335;6
35060001755;Região Sudeste;SP;Bauru;Grande;457;9
35060001757;Região Sudeste;SP;Bauru;Grande;753;9
35060001761;Região Sudeste;SP;Bauru;Grande;548;16
35060001763;Região Sudeste;SP;Bauru;Grande;86;5
35060001764;Região Sudeste;SP;Bauru;Grande;289;6
35060001766;Região Sudeste;SP;Bauru;Grande;511;8
35060030358;Região Sudeste;SP;Bauru;Grande;623;10
35061001243;Região Sudeste;SP;Bebedouro;Médio;250;13
35061036487;Região Sudeste;SP;Bebedouro;Médio;46;9
35062031905;Região Sudeste;SP;Bento de Abreu;Pequeno I;200;2
35063000551;Região Sudeste;SP;Bernardino de Campos;Pequeno I;25;7
35063506403;Região Sudeste;SP;Bertioga;Pequeno II;132;15
35063530063;Região Sudeste;SP;Bertioga;Pequeno II;95;12
35064006210;Região Sudeste;SP;Bilac;Pequeno I;534;4
35065006186;Região Sudeste;SP;Birigui;Grande;231;12
35065030685;Região Sudeste;SP;Birigui;Grande;151;12
35065030763;Região Sudeste;SP;Birigui;Grande;187;12
35065035765;Região Sudeste;SP;Birigui;Grande;381;10
35066012399;Região Sudeste;SP;Biritiba-mirim;Pequeno II;353;8
35068000916;Região Sudeste;SP;Bocaina;Pequeno I;17;5
35069031395;Região Sudeste;SP;Bofete;Pequeno I;4;6
35070000825;Região Sudeste;SP;Boituva;Pequeno II;187;11
35071001533;Região Sudeste;SP;Bom Jesus Dos Perdões;Pequeno I;170;19
35071037563;Região Sudeste;SP;Bom Jesus Dos Perdões;Pequeno I;145;14
35071530923;Região Sudeste;SP;Bom Sucesso de Itararé;Pequeno I;17;4
35073006664;Região Sudeste;SP;Boracéia;Pequeno I;81;4
35074009354;Região Sudeste;SP;Borborema;Pequeno I;220;7
35074531827;Região Sudeste;SP;Borebi;Pequeno I;59;21
35075003536;Região Sudeste;SP;Botucatu;Grande;64;9
35075003541;Região Sudeste;SP;Botucatu;Grande;62;9
35075003959;Região Sudeste;SP;Botucatu;Grande;159;12
35075015216;Região Sudeste;SP;Botucatu;Grande;42;9
35075030553;Região Sudeste;SP;Botucatu;Grande;118;8
35076006126;Região Sudeste;SP;Bragança Paulista;Grande;25;11
35076006132;Região Sudeste;SP;Bragança Paulista;Grande;21;12
35076006135;Região Sudeste;SP;Bragança Paulista;Grande;51;12
35076006158;Região Sudeste;SP;Bragança Paulista;Grande;69;7
35077006189;Região Sudeste;SP;Braúna;Pequeno I;377;4
35077531641;Região Sudeste;SP;Brejo Alegre;Pequeno I;143;7
35078011576;Região Sudeste;SP;Brodowski;Pequeno II;650;8
35079006048;Região Sudeste;SP;Brotas;Pequeno II;258;14
35080038342;Região Sudeste;SP;Buri;Pequeno I;60;6
35081009246;Região Sudeste;SP;Buritama;Pequeno I;240;4
35082000364;Região Sudeste;SP;Buritizal;Pequeno I;37;12
35083000901;Região Sudeste;SP;Cabrália Paulista;Pequeno I;10;5
35084001257;Região Sudeste;SP;Cabreúva;Pequeno II;62;7
35084030214;Região Sudeste;SP;Cabreúva;Pequeno II;28;5
35085020556;Região Sudeste;SP;Caçapava;Médio;160;12
35085038162;Região Sudeste;SP;Caçapava;Médio;92;12
35086030509;Região Sudeste;SP;Cachoeira Paulista;Pequeno II;100;8
35087003222;Região Sudeste;SP;Caconde;Pequeno I;97;13
35088000316;Região Sudeste;SP;Cafelândia;Pequeno I;470;8
35089032733;Região Sudeste;SP;Caiabu;Pequeno I;24;6
35090006770;Região Sudeste;SP;Caieiras;Médio;625;8
35090033919;Região Sudeste;SP;Caieiras;Médio;630;7
35091036555;Região Sudeste;SP;Caiuá;Pequeno I;157;8
35092000688;Região Sudeste;SP;Cajamar;Médio;413;18
35092000764;Região Sudeste;SP;Cajamar;Médio;258;21
35092503804;Região Sudeste;SP;Cajati;Pequeno II;220;11
35092537871;Região Sudeste;SP;Cajati;Pequeno II;293;9
35093033759;Região Sudeste;SP;Cajobi;Pequeno I;36;6
35094001032;Região Sudeste;SP;Cajuru;Pequeno II;455;7
35094538206;Região Sudeste;SP;Campina do Monte Alegre;Pequeno I;53;5
35095001471;Região Sudeste;SP;Campinas;Metrópole;102;12
35095001477;Região Sudeste;SP;Campinas;Metrópole;68;9
35095001552;Região Sudeste;SP;Campinas;Metrópole;137;15
35095001571;Região Sudeste;SP;Campinas;Metrópole;202;12
35095001583;Região Sudeste;SP;Campinas;Metrópole;104;8
35095001589;Região Sudeste;SP;Campinas;Metrópole;104;12
35095001595;Região Sudeste;SP;Campinas;Metrópole;101;10
35095001608;Região Sudeste;SP;Campinas;Metrópole;138;8
35095001619;Região Sudeste;SP;Campinas;Metrópole;127;18
35095001626;Região Sudeste;SP;Campinas;Metrópole;115;17
35095001638;Região Sudeste;SP;Campinas;Metrópole;129;15
35095038314;Região Sudeste;SP;Campinas;Metrópole;47;10
35096002958;Região Sudeste;SP;Campo Limpo Paulista;Médio;60;10
35096003854;Região Sudeste;SP;Campo Limpo Paulista;Médio;110;9
35096015180;Região Sudeste;SP;Campo Limpo Paulista;Médio;119;5
35097020246;Região Sudeste;SP;Campos do Jordão;Pequeno II;639;7
35098020707;Região Sudeste;SP;Campos Novos Paulista;Pequeno I;68;5
35099015186;Região Sudeste;SP;Cananéia;Pequeno I;711;16
35099504156;Região Sudeste;SP;Canas;Pequeno I;297;3
35100001009;Região Sudeste;SP;Cândido Mota;Pequeno II;17;15
35101000913;Região Sudeste;SP;Cândido Rodrigues;Pequeno I;339;9
35101506293;Região Sudeste;SP;Canitar;Pequeno I;37;5
35102000484;Região Sudeste;SP;Capão Bonito;Pequeno II; ;29
35103033109;Região Sudeste;SP;Capela do Alto;Pequeno I;5;6
35104006054;Região Sudeste;SP;Capivari;Pequeno II;15;13
